"","Names","Links","url","dob"
"1920.45","TACHIZAKI Fuyuko","/athletes/id/btjpn21301198901/","https://www.biathlonworld.com/athletes/id/btjpn21301198901/",1989-01-13 00:00:00
"1920.46","SANFILIPPO Federica","/athletes/id/btita22410199001/","https://www.biathlonworld.com/athletes/id/btita22410199001/",1990-10-24 00:00:00
"1920.47","REZTSOVA Kristina","/athletes/id/btrus22704199601/","https://www.biathlonworld.com/athletes/id/btrus22704199601/",1996-04-27 00:00:00
"1920.48","GASPARIN Aita","/athletes/id/btsui20902199401/","https://www.biathlonworld.com/athletes/id/btsui20902199401/",1994-02-09 00:00:00
"1920.49","VORONINA Tamara","/athletes/id/btrus20807199501/","https://www.biathlonworld.com/athletes/id/btrus20807199501/",1995-07-08 00:00:00
"1920.50","EGAN Clare","/athletes/id/btusa21911198701/","https://www.biathlonworld.com/athletes/id/btusa21911198701/",1987-11-19 00:00:00
"1920.51","KRUCHINKINA Elena","/athletes/id/btrus22803199502/","https://www.biathlonworld.com/athletes/id/btrus22803199502/",1995-03-28 00:00:00
"1920.52","JISLOVA Jessica","/athletes/id/btcze22807199401/","https://www.biathlonworld.com/athletes/id/btcze22807199401/",1994-07-28 00:00:00
"1920.53","TANG Jialin","/athletes/id/btchn20511199101/","https://www.biathlonworld.com/athletes/id/btchn20511199101/",1991-11-05 00:00:00
"1920.54","SOLEMDAL Synnoeve","/athletes/id/btnor21505198901/","https://www.biathlonworld.com/athletes/id/btnor21505198901/",1989-05-15 00:00:00
"1920.55","COLOMBO Caroline","/athletes/id/btfra21604199601/","https://www.biathlonworld.com/athletes/id/btfra21604199601/",1996-04-16 00:00:00
"1920.56","GASPARIN Elisa","/athletes/id/btsui20212199101/","https://www.biathlonworld.com/athletes/id/btsui20212199101/",1991-12-02 00:00:00
"1920.57","HETTICH Janina","/athletes/id/btger21606199601/","https://www.biathlonworld.com/athletes/id/btger21606199601/",1996-06-16 00:00:00
"1920.58","CHEVALIER Chloe","/athletes/id/btfra20211199501/","https://www.biathlonworld.com/athletes/id/btfra20211199501/",1995-11-02 00:00:00
"1920.59","MAGNUSSON Anna","/athletes/id/btswe23103199501/","https://www.biathlonworld.com/athletes/id/btswe23103199501/",1995-03-31 00:00:00
"1920.60","SKOTTHEIM Johanna","/athletes/id/btswe22905199401/","https://www.biathlonworld.com/athletes/id/btswe22905199401/",1994-05-29 00:00:00
"1920.61","FIALKOVA Ivona","/athletes/id/btsvk22211199401/","https://www.biathlonworld.com/athletes/id/btsvk22211199401/",1994-11-22 00:00:00
"1920.62","SCHWAIGER Julia","/athletes/id/btaut22101199601/","https://www.biathlonworld.com/athletes/id/btaut22101199601/",1996-01-21 00:00:00
"1920.63","FROLINA Anna","/athletes/id/btrus21101198401/","https://www.biathlonworld.com/athletes/id/btrus21101198401/",1984-01-11 00:00:00
"1920.64","ZDOUC Dunja","/athletes/id/btaut20301199401/","https://www.biathlonworld.com/athletes/id/btaut20301199401/",1994-01-03 00:00:00
"1920.65","TALIHAERM Johanna","/athletes/id/btest22706199301/","https://www.biathlonworld.com/athletes/id/btest22706199301/",1993-06-27 00:00:00
"1920.66","ALIMBEKAVA Dzinara","/athletes/id/btblr20501199601/","https://www.biathlonworld.com/athletes/id/btblr20501199601/",1996-01-05 00:00:00
"1920.67","OJA Regina","/athletes/id/btest23101199601/","https://www.biathlonworld.com/athletes/id/btest23101199601/",1996-01-31 00:00:00
"1920.68","GAIM Grete","/athletes/id/btest22105199301/","https://www.biathlonworld.com/athletes/id/btest22105199301/",1993-05-21 00:00:00
"1920.69","GONTIER Nicole","/athletes/id/btita21711199101/","https://www.biathlonworld.com/athletes/id/btita21711199101/",1991-11-17 00:00:00
"1920.70","CHU Yuanmeng","/athletes/id/btchn22111199901/","https://www.biathlonworld.com/athletes/id/btchn22111199901/",1999-11-21 00:00:00
"1920.71","PORSHNEVA Anastasiia","/athletes/id/btrus23107199401/","https://www.biathlonworld.com/athletes/id/btrus23107199401/",1994-07-31 00:00:00
"1920.72","MERKUSHYNA Anastasiya","/athletes/id/btukr21401199501/","https://www.biathlonworld.com/athletes/id/btukr21401199501/",1995-01-14 00:00:00
"1920.73","MINKKINEN Suvi","/athletes/id/btfin20812199401/","https://www.biathlonworld.com/athletes/id/btfin20812199401/",1994-12-08 00:00:00
"1920.74","ANDERSSON Ingela","/athletes/id/btswe21607199101/","https://www.biathlonworld.com/athletes/id/btswe21607199101/",1991-07-16 00:00:00
"1920.75","HILDEBRAND Franziska","/athletes/id/btger22403198701/","https://www.biathlonworld.com/athletes/id/btger22403198701/",1987-03-24 00:00:00
"1920.76","BANKES Megan","/athletes/id/btcan22208199701/","https://www.biathlonworld.com/athletes/id/btcan22208199701/",1997-08-22 00:00:00
"1920.77","KONDRATYEVA Anastassiya","/athletes/id/btkaz21701199401/","https://www.biathlonworld.com/athletes/id/btkaz21701199401/",1994-01-17 00:00:00
"1920.78","RIEDER Christina","/athletes/id/btaut22912199301/","https://www.biathlonworld.com/athletes/id/btaut22912199301/",1993-12-29 00:00:00
"1920.79","HORCHLER Karolin","/athletes/id/btger20905198901/","https://www.biathlonworld.com/athletes/id/btger20905198901/",1989-05-09 00:00:00
"1920.80","TODOROVA Milena","/athletes/id/btbul21801199801/","https://www.biathlonworld.com/athletes/id/btbul21801199801/",1998-01-18 00:00:00
"1920.81","NILSSON Emma","/athletes/id/btswe21811199302/","https://www.biathlonworld.com/athletes/id/btswe21811199302/",1993-11-18 00:00:00
"1819.3","KUZMINA Anastasiya","/athletes/id/btrus22808198401/","https://www.biathlonworld.com/athletes/id/btrus22808198401/",1984-08-28 00:00:00
"1819.12","DAHLMEIER Laura","/athletes/id/btger22208199301/","https://www.biathlonworld.com/athletes/id/btger22208199301/",1993-08-22 00:00:00
"1819.20","CHEVALIER Anais","/athletes/id/btfra21202199301/","https://www.biathlonworld.com/athletes/id/btfra21202199301/",1993-02-12 00:00:00
"1819.29","STARYKH Irina","/athletes/id/btrus22608198701/","https://www.biathlonworld.com/athletes/id/btrus22608198701/",1987-08-26 00:00:00
"1819.30","VITKOVA Veronika","/athletes/id/btcze20912198801/","https://www.biathlonworld.com/athletes/id/btcze20912198801/",1988-12-09 00:00:00
"1819.34","PAVLOVA Evgeniya","/athletes/id/btrus20907199301/","https://www.biathlonworld.com/athletes/id/btrus20907199301/",1993-07-09 00:00:00
"1819.42","HOEGBERG Elisabeth","/athletes/id/btswe20711198601/","https://www.biathlonworld.com/athletes/id/btswe20711198601/",1986-11-07 00:00:00
"1819.48","REID Joanne","/athletes/id/btusa22806199201/","https://www.biathlonworld.com/athletes/id/btusa22806199201/",1992-06-28 00:00:00
"1819.49","TOMINGAS Tuuli","/athletes/id/btest20401199501/","https://www.biathlonworld.com/athletes/id/btest20401199501/",1995-01-04 00:00:00
"1819.51","CRAWFORD Rosanna","/athletes/id/btcan22305198801/","https://www.biathlonworld.com/athletes/id/btcan22305198801/",1988-05-23 00:00:00
"1819.56","KAISHEVA Uliana","/athletes/id/btrus20803199401/","https://www.biathlonworld.com/athletes/id/btrus20803199401/",1994-03-08 00:00:00
"1819.57","VASNETCOVA Valeriia","/athletes/id/btrus22905199701/","https://www.biathlonworld.com/athletes/id/btrus22905199701/",1997-05-29 00:00:00
"1819.61","VASILEVA Margarita","/athletes/id/btrus20506199101/","https://www.biathlonworld.com/athletes/id/btrus20506199101/",1991-06-05 00:00:00
"1819.63","WEIDEL Anna","/athletes/id/btger22505199601/","https://www.biathlonworld.com/athletes/id/btger22505199601/",1996-05-25 00:00:00
"1819.64","MAEDA Sari","/athletes/id/btjpn22505199001/","https://www.biathlonworld.com/athletes/id/btjpn22505199001/",1990-05-25 00:00:00
"1819.70","ZHURAVOK Yuliia","/athletes/id/btukr21011199401/","https://www.biathlonworld.com/athletes/id/btukr21011199401/",1994-11-10 00:00:00
"1819.72","RUNGGALDIER Alexia","/athletes/id/btita22711199101/","https://www.biathlonworld.com/athletes/id/btita22711199101/",1991-11-27 00:00:00
"1819.74","KRUCHINKINA Irina","/athletes/id/btrus22803199501/","https://www.biathlonworld.com/athletes/id/btrus22803199501/",1995-03-28 00:00:00
"1819.75","BEAUDRY Sarah","/athletes/id/btcan21903199401/","https://www.biathlonworld.com/athletes/id/btcan21903199401/",1994-03-19 00:00:00
"1819.77","BONDAR Iana","/athletes/id/btukr21902199101/","https://www.biathlonworld.com/athletes/id/btukr21902199101/",1991-02-19 00:00:00
"1819.78","ZHANG Yan","/athletes/id/btchn21005199201/","https://www.biathlonworld.com/athletes/id/btchn21005199201/",1992-05-10 00:00:00
"1819.79","KALKENBERG Emilie Aagheim","/athletes/id/btnor20607199701/","https://www.biathlonworld.com/athletes/id/btnor20607199701/",1997-07-06 00:00:00
"1819.82","HORCHLER Nadine","/athletes/id/btger22106198601/","https://www.biathlonworld.com/athletes/id/btger22106198601/",1986-06-21 00:00:00
"1819.84","SLIVKO Victoria","/athletes/id/btrus20505199401/","https://www.biathlonworld.com/athletes/id/btrus20505199401/",1994-05-05 00:00:00
"1819.86","KOCERGINA Natalja","/athletes/id/btltu21704198501/","https://www.biathlonworld.com/athletes/id/btltu21704198501/",1985-04-17 00:00:00
"1819.89","BELCHENKO Yelizaveta","/athletes/id/btkaz21902199601/","https://www.biathlonworld.com/athletes/id/btkaz21902199601/",1996-02-19 00:00:00
"1819.94","YORDANOVA Emiliya","/athletes/id/btbul20505198901/","https://www.biathlonworld.com/athletes/id/btbul20505198901/",1989-05-05 00:00:00
"1819.95","YURKEVICH Darya","/athletes/id/btblr20603198801/","https://www.biathlonworld.com/athletes/id/btblr20603198801/",1988-03-06 00:00:00
"1819.96","LEHTONEN Venla","/athletes/id/btfin21003199501/","https://www.biathlonworld.com/athletes/id/btfin21003199501/",1995-03-10 00:00:00
"1819.97","STOYANOVA Desislava","/athletes/id/btbul21004199201/","https://www.biathlonworld.com/athletes/id/btbul21004199201/",1992-04-10 00:00:00
"1819.98","POJE Urska","/athletes/id/btslo21005199701/","https://www.biathlonworld.com/athletes/id/btslo21005199701/",1997-05-10 00:00:00
"1819.99","BIKTASHEVA Leisan","/athletes/id/btrus22311199301/","https://www.biathlonworld.com/athletes/id/btrus22311199301/",1993-11-23 00:00:00
"1819.100","MEINEN Susanna","/athletes/id/btsui21905199201/","https://www.biathlonworld.com/athletes/id/btsui21905199201/",1992-05-19 00:00:00
"1819.103","BIELKINA Nadiia","/athletes/id/btukr23009199001/","https://www.biathlonworld.com/athletes/id/btukr23009199001/",1990-09-30 00:00:00
"1718.3","DOMRACHEVA Darya","/athletes/id/btblr20308198602/","https://www.biathlonworld.com/athletes/id/btblr20308198602/",1986-08-03 00:00:00
"1718.16","HAMMERSCHMIDT Maren","/athletes/id/btger22410198902/","https://www.biathlonworld.com/athletes/id/btger22410198902/",1989-10-24 00:00:00
"1718.18","SKARDINO Nadezhda","/athletes/id/btblr22703198501/","https://www.biathlonworld.com/athletes/id/btblr22703198501/",1985-03-27 00:00:00
"1718.26","DORIN HABERT Marie","/athletes/id/btfra21906198601/","https://www.biathlonworld.com/athletes/id/btfra21906198601/",1986-06-19 00:00:00
"1718.27","NOWAKOWSKA Weronika","/athletes/id/btpol20707198601/","https://www.biathlonworld.com/athletes/id/btpol20707198601/",1986-07-07 00:00:00
"1718.30","VISHNEVSKAYA Galina","/athletes/id/btkaz21002199401/","https://www.biathlonworld.com/athletes/id/btkaz21002199401/",1994-02-10 00:00:00
"1718.36","VIROLAINEN Daria","/athletes/id/btrus22401198901/","https://www.biathlonworld.com/athletes/id/btrus22401198901/",1989-01-24 00:00:00
"1718.39","AKIMOVA Tatiana","/athletes/id/btrus22610199001/","https://www.biathlonworld.com/athletes/id/btrus22610199001/",1990-10-26 00:00:00
"1718.46","RANSOM Julia","/athletes/id/btcan20402199301/","https://www.biathlonworld.com/athletes/id/btcan20402199301/",1993-02-04 00:00:00
"1718.47","GUZIK Krystyna","/athletes/id/btpol21608198301/","https://www.biathlonworld.com/athletes/id/btpol21608198301/",1983-08-16 00:00:00
"1718.53","PETRENKO Iryna","/athletes/id/btukr20407199201/","https://www.biathlonworld.com/athletes/id/btukr20407199201/",1992-07-04 00:00:00
"1718.54","FENNE Hilde","/athletes/id/btnor21205199301/","https://www.biathlonworld.com/athletes/id/btnor21205199301/",1993-05-12 00:00:00
"1718.56","GWIZDON Magdalena","/athletes/id/btpol20408197901/","https://www.biathlonworld.com/athletes/id/btpol20408197901/",1979-08-04 00:00:00
"1718.57","USLUGINA Irina","/athletes/id/btrus21006198801/","https://www.biathlonworld.com/athletes/id/btrus21006198801/",1988-06-10 00:00:00
"1718.70","AVVAKUMOVA Ekaterina","/athletes/id/btrus22610199002/","https://www.biathlonworld.com/athletes/id/btrus22610199002/",1990-10-26 00:00:00
"1718.76","POLTORANINA Olga","/athletes/id/btkaz21309198701/","https://www.biathlonworld.com/athletes/id/btkaz21309198701/",1987-02-27 00:00:00
"1718.77","NICOLAISEN Kaia Woeien","/athletes/id/btnor22311199001/","https://www.biathlonworld.com/athletes/id/btnor22311199001/",1990-11-23 00:00:00
"1718.78","ERZEN Anja","/athletes/id/btslo22610199201/","https://www.biathlonworld.com/athletes/id/btslo22610199201/",1992-10-26 00:00:00
"1718.80","PISAREVA Nadzeya","/athletes/id/btblr20507198801/","https://www.biathlonworld.com/athletes/id/btblr20507198801/",1988-07-05 00:00:00
"1718.84","KOLOMIYETS Alina","/athletes/id/btkaz21408199101/","https://www.biathlonworld.com/athletes/id/btkaz21408199101/",1991-08-14 00:00:00
"1718.85","MUN Jihee","/athletes/id/btkor20208198801/","https://www.biathlonworld.com/athletes/id/btkor20208198801/",1988-08-02 00:00:00
"1718.86","LIGHTFOOT Amanda","/athletes/id/btgbr23001198701/","https://www.biathlonworld.com/athletes/id/btgbr23001198701/",1987-01-30 00:00:00
"1718.87","PODCHUFAROVA Olga","/athletes/id/btrus20508199201/","https://www.biathlonworld.com/athletes/id/btrus20508199201/",1992-08-05 00:00:00
"1718.88","ZVARICOVA Veronika","/athletes/id/btcze20812198801/","https://www.biathlonworld.com/athletes/id/btcze20812198801/",1988-12-08 00:00:00
"1718.89","CADURISCH Irene","/athletes/id/btsui22310199101/","https://www.biathlonworld.com/athletes/id/btsui22310199101/",1991-10-23 00:00:00
"1718.90","TOIVANEN Laura","/athletes/id/btfin22107198801/","https://www.biathlonworld.com/athletes/id/btfin22107198801/",1988-07-21 00:00:00
"1718.92","KLIMINA Darya","/athletes/id/btkaz20609198901/","https://www.biathlonworld.com/athletes/id/btkaz20609198901/",1989-09-06 00:00:00
"1718.98","BEILMANN Meril","/athletes/id/btest21206199501/","https://www.biathlonworld.com/athletes/id/btest21206199501/",1995-06-12 00:00:00
"1617.2","KOUKALOVA Gabriela","/athletes/id/btcze20111198901/","https://www.biathlonworld.com/athletes/id/btcze20111198901/",1989-11-01 00:00:00
"1617.29","GREGORIN Teja","/athletes/id/btslo22906198001/","https://www.biathlonworld.com/athletes/id/btslo22906198001/",1980-06-29 00:00:00
"1617.47","BIRKELAND Fanny Horn","/athletes/id/btnor20803198801/","https://www.biathlonworld.com/athletes/id/btnor20803198801/",1988-03-08 00:00:00
"1617.54","SLOOF Chardine","/athletes/id/btned21907199201/","https://www.biathlonworld.com/athletes/id/btned21907199201/",1992-07-19 00:00:00
"1617.56","GOESSNER Miriam","/athletes/id/btger22106199001/","https://www.biathlonworld.com/athletes/id/btger22106199001/",1990-06-21 00:00:00
"1617.59","GEREKOVA Jana","/athletes/id/btsvk22711198401/","https://www.biathlonworld.com/athletes/id/btsvk22711198401/",1984-11-27 00:00:00
"1617.70","SLEPTSOVA Svetlana","/athletes/id/btrus23107198601/","https://www.biathlonworld.com/athletes/id/btrus23107198601/",1986-07-31 00:00:00
"1617.72","SHUMILOVA Ekaterina","/athletes/id/btrus22510198601/","https://www.biathlonworld.com/athletes/id/btrus22510198601/",1986-10-25 00:00:00
"1617.83","TANDY Megan","/athletes/id/btcan21009198801/","https://www.biathlonworld.com/athletes/id/btcan21009198801/",1988-09-10 00:00:00
"1617.85","ZAGORUIKO Anastasia","/athletes/id/btrus21510198801/","https://www.biathlonworld.com/athletes/id/btrus21510198801/",1988-10-15 00:00:00
"1617.86","HARTWEGER Fabienne","/athletes/id/btaut22909199201/","https://www.biathlonworld.com/athletes/id/btaut22909199201/",1992-09-29 00:00:00
"1617.89","LATUILLIERE Enora","/athletes/id/btfra23107199201/","https://www.biathlonworld.com/athletes/id/btfra23107199201/",1992-07-31 00:00:00
"1617.92","KISTANOVA Anna","/athletes/id/btkaz22608199001/","https://www.biathlonworld.com/athletes/id/btkaz22608199001/",1990-08-26 00:00:00
"1617.98","MARKKANEN Sanna","/athletes/id/btfin21404199001/","https://www.biathlonworld.com/athletes/id/btfin21404199001/",1990-04-14 00:00:00
"1617.100","ABRAMOVA Olga","/athletes/id/btrus21509198801/","https://www.biathlonworld.com/athletes/id/btrus21509198801/",1988-09-15 10:00:00
"1516.18","OBERHOFER Karin","/athletes/id/btita20311198501/","https://www.biathlonworld.com/athletes/id/btita20311198501/",1985-11-03 00:00:00
"1516.50","KINNUNEN Nastassia","/athletes/id/btblr21403198501/","https://www.biathlonworld.com/athletes/id/btblr21403198501/",1985-03-14 00:00:00
"1516.53","DREISSIGACKER Hannah","/athletes/id/btusa21202198601/","https://www.biathlonworld.com/athletes/id/btusa21202198601/",1986-12-02 00:00:00
"1516.57","BURDYGA Natalya","/athletes/id/btrus22610198301/","https://www.biathlonworld.com/athletes/id/btrus22610198301/",1983-10-26 00:00:00
"1516.60","KUMMER Luise","/athletes/id/btger22906199301/","https://www.biathlonworld.com/athletes/id/btger22906199301/",1993-06-29 00:00:00
"1516.75","VARCIN Coline","/athletes/id/btfra22801199301/","https://www.biathlonworld.com/athletes/id/btfra22801199301/",1993-01-28 00:00:00
"1516.76","TOFALVI Eva","/athletes/id/btrom20412197801/","https://www.biathlonworld.com/athletes/id/btrom20412197801/",1978-12-04 00:00:00
"1516.77","LANDOVA Jitka","/athletes/id/btcze22007199001/","https://www.biathlonworld.com/athletes/id/btcze22007199001/",1990-07-20 00:00:00
"1516.79","BOLLIET Marine","/athletes/id/btfra21401198801/","https://www.biathlonworld.com/athletes/id/btfra21401198801/",1988-01-14 00:00:00
"1516.83","COOK Annelies","/athletes/id/btusa20108198401/","https://www.biathlonworld.com/athletes/id/btusa20108198401/",1984-08-01 00:00:00
"1516.87","KOCHER Zina","/athletes/id/btcan20512198201/","https://www.biathlonworld.com/athletes/id/btcan20512198201/",1982-12-05 00:00:00
"1516.91","HOFFMANN Susanne","/athletes/id/btaut21708199401/","https://www.biathlonworld.com/athletes/id/btaut21708199401/",1994-08-17 00:00:00
"1516.94","POLIAKOVA Terezia","/athletes/id/btsvk20204198901/","https://www.biathlonworld.com/athletes/id/btsvk20204198901/",1989-04-02 00:00:00
"1516.98","MALI Andreja","/athletes/id/btslo21711197701/","https://www.biathlonworld.com/athletes/id/btslo21711197701/",1977-11-17 00:00:00
"1516.99","CHRAPANOVA Martina","/athletes/id/btsvk21412198901/","https://www.biathlonworld.com/athletes/id/btsvk21412198901/",1989-12-14 00:00:00
